PID	A011.337.951	A011.796.405	A065.688.849	A139.426.047	A257.868.269	A290.419.594	A328.260.254	A328.607.302	A475.161.163	A510.125.355	A517.753.353	A519.936.442	A603.130.471	A603.362.293	A627.062.688	A674.187.094	A712.481.521	A742.300.741	A750.812.113	A866.438.792	A896.860.089	A912.362.107	A912.836.594	A929.187.519	Pathway	Pathway1	Pathway2
ko04962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Vasopressin-regulated water reabsorption	Organismal Systems	Excretory system
ko05110	240.0	1.33	0.0	0.0	2.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	26.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	Vibrio cholerae infection	Human Diseases	Infectious disease: bacterial
ko05203	40495.55	25148.26	36177.79	34956.86	41039.320000000014	43115.0	37256.38000000001	41348.570000000014	40398.43	20218.43	39957.31000000001	40730.94	37353.460000000014	36099.83	30942.119999999995	33397.109999999986	39174.4	36951.33	35096.16	36958.2	39402.07	38466.710000000014	35704.27	34452.210000000014	Viral carcinogenesis	Human Diseases	Cancer: overview
ko05416	843.0	274.0	3215.0	322.0	247.0	0.0	436.0	1106.0	2991.0	43.0	295.0	1137.0	148.0	262.0	180.33	1054.0	851.0	1141.0	503.0	362.0	1580.0	225.0	46.0	221.0	Viral myocarditis	Human Diseases	Cardiovascular disease
ko03200	4011.2	881.0	2103.45	2561.2	4498.7	5284.0	6085.15	6272.6	7586.53	5106.0	11782.25	13040.0	5556.4	6680.25	3916.1	1248.25	11419.8	7530.9	6760.5	8382.0	3919.5	8840.0	3258.6	9106.0	Viral proteins	Brite Hierarchies	Protein families: signaling and cellular processes
ko00750	186095.19	147237.03000000003	159270.02	194950.47999999998	200143.02000000002	227599.26000000004	162114.69999999998	248216.76000000004	196188.15000000002	83194.28000000001	202029.34000000003	191052.62999999998	172868.49	188227.26000000004	141699.65	160223.86999999997	181743.00999999998	181763.71	169865.54000000004	196065.05	199051.44999999998	177412.03	191163.94999999998	148509.51000000004	Vitamin B6 metabolism	Metabolism	Metabolism of cofactors and vitamins
ko00622	3262.8999999999996	1007.24	5104.0	2711.0	9806.45	1740.3899999999999	5495.969999999999	1661.24	3835.6000000000004	9070.51	17996.48	8919.6	5571.799999999999	3530.69	5059.41	3694.87	2833.9700000000003	7329.69	5461.29	3224.75	6334.300000000001	3543.05	4966.77	4955.75	Xylene degradation	Metabolism	Xenobiotics biodegradation and metabolism
ko05135	183.0	5.58	0.0	5.0	18.0	0.0	4353.0	33.0	2.0	8511.0	811.0	817.0	1.0	32.0	15.0	36.0	1.0	4399.0	995.29	0.0	344.0	157.0	152.0	15.0	Yersinia infection	Human Diseases	Infectious disease: bacterial
ko00908	49991.2	44440.97	43395.33	56928.67000000001	61657.34	68686.36	47344.88	71916.48	55505.06000000001	20667.8	56866.43	57186.83999999999	48705.74000000001	55779.21000000001	40532.16	45956.97	53716.77	52262.44	50334.52	58979.82	60034.98999999999	50528.02	54999.06999999999	42015.92000000001	Zeatin biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
ko00592	1431.55	1777.87	2503.92	4406.58	312.04999999999995	1513.87	4392.720000000001	270.30000000000007	4057.53	8627.31	2748.8900000000003	2517.2000000000003	835.68	3212.86	1426.17	1584.2399999999996	2000.6	4714.52	3489.62	3493.25	1709.17	1246.3199999999997	1768.47	2461.33	alpha-Linolenic acid metabolism	Metabolism	Lipid metabolism
ko00410	100400.23999999999	68189.08	88387.53	104751.61	108161.23	123217.55000000002	102122.78	109438.24999999999	91260.22	70979.33	102539.34	103656.98000000001	89223.98999999998	97955.83000000002	72952.61000000002	78981.27	103502.54999999999	97864.26000000001	94578.59000000003	104143.06	104280.00000000001	92931.03000000001	100614.25999999998	86425.75	beta-Alanine metabolism	Metabolism	Metabolism of other amino acids
ko01501	388611.82999999984	338946.98	352105.25	519976.41	542497.42	589147.33	406991.16000000015	609465.82	519823.88000000006	312684.6600000001	468694.39	502891.8000000001	443008.5600000001	467511.5600000002	350975.43000000005	389865.0300000001	432607.4	418313.5	453202.57999999996	499094.95000000007	466158.9199999999	449453.49000000005	502998.9000000001	368151.2	beta-Lactam resistance	Human Diseases	Drug resistance: antimicrobial
ko04024	6.0	104.0	81.25	113.0	160.0	0.0	116.75	123.0	0.0	0.0	87.25	0.0	43.0	935.25	11.5	25.25	6.0	7.5	12.5	59.0	19.5	0.0	0.0	0.0	cAMP signaling pathway	Environmental Information Processing	Signal transduction
ko03015	556.0	0.0	0.0	0.0	0.0	0.0	826.0	0.0	0.0	0.0	0.0	0.0	0.0	462.0	48.0	52.0	28.0	72.0	242.0	0.0	20.0	49.0	0.0	12.0	mRNA surveillance pathway	Genetic Information Processing	Translation
ko04150	240.0	1.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	12.0	0.0	0.0	0.0	231.0	24.0	31.0	14.0	59.0	159.0	0.0	10.0	24.5	0.0	3.0	mTOR signaling pathway	Environmental Information Processing	Signal transduction
ko04115	843.0	274.0	3215.0	322.0	247.0	0.0	436.0	1106.0	2991.0	43.0	295.0	1137.0	148.0	262.0	180.33	1054.0	851.0	1141.0	503.0	362.0	1580.0	225.0	46.0	221.0	p53 signaling pathway	Cellular Processes	Cell growth and death
